ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0001567619-22-007809	0001920558	McClaskey James Paul	Officer	SVP, Chief Accounting Officer		C/O BERKELEY LIGHTS, INC.	5858 HORTON STREET, SUITE 320	EMERYVILLE	CA	94608		001-39388
0001140361-22-012425	0001834957	Nkosi Monde	Director			PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012425	0001810390	Value Capital Partners (Pty) Ltd	Director,TenPercentOwner			ROSEBANK LINK	173 OXFORD ROAD, 8TH FLOOR, ROSEBANK	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012425	0001293885	Ball Antony C				PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012423	0001293885	Ball Antony C				PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012423	0001834957	Nkosi Monde	Director			PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012423	0001810390	Value Capital Partners (Pty) Ltd	Director,TenPercentOwner			ROSEBANK LINK	173 OXFORD ROAD, 8TH FLOOR, ROSEBANK	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012422	0001293885	Ball Antony C				PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012422	0001834957	Nkosi Monde	Director			PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012422	0001810390	Value Capital Partners (Pty) Ltd	Director,TenPercentOwner			ROSEBANK LINK	173 OXFORD ROAD, 8TH FLOOR, ROSEBANK	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012421	0001810390	Value Capital Partners (Pty) Ltd	Director,TenPercentOwner			ROSEBANK LINK	173 OXFORD ROAD, 8TH FLOOR, ROSEBANK	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012421	0001293885	Ball Antony C				PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012421	0001834957	Nkosi Monde	Director			PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012420	0001834957	Nkosi Monde	Director			PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012420	0001293885	Ball Antony C				PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012420	0001810390	Value Capital Partners (Pty) Ltd	Director,TenPercentOwner			ROSEBANK LINK	173 OXFORD ROAD, 8TH FLOOR, ROSEBANK	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012419	0001834957	Nkosi Monde	Director			PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012419	0001293885	Ball Antony C				PRESIDENT PLACE, 4TH FLOOR	CNR. JAN SMUTS AVENUE AND BOLTON ROAD	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001140361-22-012419	0001810390	Value Capital Partners (Pty) Ltd	Director,TenPercentOwner			ROSEBANK LINK	173 OXFORD ROAD, 8TH FLOOR, ROSEBANK	JOHANNESBURG	T3	2196	SOUTH AFRICA	000-31203
0001104659-22-041330	0001878772	Barron Gerard	Director,Officer	Chief Executive Officer		C/O TMC THE METALS COMPANY INC.	595 HOWE STREET, 10TH FLOOR	VANCOUVER	A1	V6C 2T5	BRITISH COLUMBIA, CANADA	001-39281
0001731122-22-000657	0001864097	Crawford Candace	Director			C/O SPLASH BEVERAGES GROUP, INC.	1314 E LAS OLAS BLVD, SUITE 221	FORT LAUDERDALE	FL	33301		001-40471
0001104659-22-041327	0001874417	Hall Andrew	Director			C/O TMC THE METALS COMPANY INC.	595 HOWE STREET, 10TH FLOOR	VANCOUVER	A1	V6C 2T5	BRITISH COLUMBIA, CANADA	001-39281
0001731122-22-000655	0001361896	Yorke Justin W	Director			C/O SPLASH BEVERAGES GROUP, INC.	1314 E LAS OLAS BLVD, SUITE 221	FORT LAUDERDALE	FL	33301		001-40471
0001731122-22-000653	0001797597	Nistico Robert	Director,Officer	CEO, President and Chairman		C/O SPLASH BEVERAGES GROUP, INC.	1314 E LAS OLAS BLVD, SUITE 221	FORT LAUDERDALE	FL	33301		001-40471
0001731122-22-000651	0001680728	McDonough Peter J	Director			C/O SPLASH BEVERAGES GROUP, INC.	1314 E LAS OLAS BLVD, SUITE 221	FORT LAUDERDALE	FL	33301		001-40471
0001127602-22-010772	0001272938	NACKMAN NEAL	Officer	Chief Financial Officer/Treas		C/O G-III APPAREL GROUP, LTD.	512 SEVENTH AVENUE	NEW YORK	NY	10018		000-18183
0001127602-22-010770	0001332749	Aaron Sammy	Director,Officer	Vice Chairman and President		C/O G-III APPAREL GROUP, LTD.	512 SEVENTH AVENUE	NEW YORK	NY	10018		000-18183
0001127602-22-010768	0001007772	GOLDFARB MORRIS	Director,Officer	CEO		C/O G-III APPAREL GROUP, LTD.	512 SEVENTH AVENUE	NEW YORK	NY	10018		000-18183
0001213900-22-017121	0001880803	BRF Investments, LLC	TenPercentOwner			11100 SANTA MONICA BLVD.,	SUITE 800	LOS ANGELES	CA	90025		001-12471
0001213900-22-017121	0001505748	B. Riley Securities, Inc.	TenPercentOwner			11100 SANTA MONICA BLVD.,	SUITE 800	LOS ANGELES	CA	90025		001-12471
0001213900-22-017121	0001207269	RILEY BRYANT R	TenPercentOwner			11100 SANTA MONICA BLVD.,	SUITE 800	LOS ANGELES	CA	90025		001-12471
0001213900-22-017121	0001464790	B. Riley Financial, Inc.	TenPercentOwner			11100 SANTA MONICA BLVD.,	SUITE 800	LOS ANGELES	CA	90025		001-12471
0001213900-22-017121	0001776226	B. RILEY PRINCIPAL INVESTMENTS, LLC	TenPercentOwner			11100 SANTA MONICA BLVD.,	SUITE 800	LOS ANGELES	CA	90025		001-12471
0001567619-22-007808	0001557533	Ajer Jeffrey Robert	Officer	EVP, Chief Commercial Officer		C/O BIOMARIN PHARMACEUTICAL INC.	105 DIGITAL DRIVE	NOVATO	CA	94949		000-26727
0001779372-22-000012	0001422425	Vajdic Branislav	Officer	Chief Executive Officer		2118 WALSH AVE, SUITE 210		SANTA CLARA	CA	95050		001-41060
0001415889-22-003528	0001563422	MATHER CHARLES E IV	Director			C/O EYENOVIA, INC.	295 MADISON AVENUE, SUITE 2400	NEW YORK	NY	10017		001-38365
0000950142-22-001230	0001676868	Yip Christopher J.	Director			4900 N. SCOTTSDALE ROAD, SUITE 2000		SCOTTSDALE	AZ	85251		001-35873
